Key,Type,Desc,English,French,Italian,German,Spanish,Japanese,Korean,Polish,Russian,Chinese-Simplified [zh-CN],Portuguese-Brazil [pt-BR],Chinese-Traditional [zh-TW],Pirate English [en-PI],Serbian,Swedish,Romanian,$Context,$Status
Parts/Description/truss_1.5v_circular_1x1,Text,,"The CT-SP-1 is a small+ circular truss measuring 1.875 meters in length. It’s taller than a kerbal, but not as tall as several kerbals stacked on top of each other.","Le CT-SP-1 est une structure de maintien circulaire petit+ qui mesure 1,875 mètres de long. C'est plus grand qu'un kerbal, mais pas plus que plusieurs empillés.","Il CT-SP-1 è un traliccio circolare di taglia S+ lungo 1,875 metri. La sua altezza supera quella di un Kerbal, ma non quella di diversi Kerbal messi uno sull'altro.","The CT-SP-1 is a small+ circular truss measuring 1.875 meters in length. It’s taller than a kerbal, but not as tall as several kerbals stacked on top of each other.","The CT-SP-1 is a small+ circular truss measuring 1.875 meters in length. It’s taller than a kerbal, but not as tall as several kerbals stacked on top of each other.","The CT-SP-1 is a small+ circular truss measuring 1.875 meters in length. It’s taller than a kerbal, but not as tall as several kerbals stacked on top of each other.","The CT-SP-1 is a small+ circular truss measuring 1.875 meters in length. It’s taller than a kerbal, but not as tall as several kerbals stacked on top of each other.","The CT-SP-1 is a small+ circular truss measuring 1.875 meters in length. It’s taller than a kerbal, but not as tall as several kerbals stacked on top of each other.","CT-SP-1 — это небольшая круговая ферма длиной 1,875 метра. Она выше кербала, но не выше нескольких кербалов, поставленных друг на друга.",CT-SP-1是一款长1.875米的较小型圆形桁架。它比一个坎巴拉人还高，但不如几个坎巴拉人叠起来那么高。,"The CT-SP-1 is a small+ circular truss measuring 1.875 meters in length. It’s taller than a kerbal, but not as tall as several kerbals stacked on top of each other.","The CT-SP-1 is a small+ circular truss measuring 1.875 meters in length. It’s taller than a kerbal, but not as tall as several kerbals stacked on top of each other.","The CT-SP-1 is a small+ circular truss measuring 1.875 meters in length. It’s taller than a kerbal, but not as tall as several kerbals stacked on top of each other.","The CT-SP-1 is a small+ circular truss measuring 1.875 meters in length. It’s taller than a kerbal, but not as tall as several kerbals stacked on top of each other.","The CT-SP-1 is a small+ circular truss measuring 1.875 meters in length. It’s taller than a kerbal, but not as tall as several kerbals stacked on top of each other.","The CT-SP-1 is a small+ circular truss measuring 1.875 meters in length. It’s taller than a kerbal, but not as tall as several kerbals stacked on top of each other.",,Localized
Parts/Manufacturer/truss_1.5v_circular_1x1,Text,,Bob’s Girders,Les Poutrelles de Bob,Le travi di Bob,Bob’s Girders,Bob’s Girders,Bob’s Girders,Bob’s Girders,Bob’s Girders,Балки Боба,Bob大梁公司,Bob’s Girders,Bob’s Girders,Bob’s Girders,Bob’s Girders,Bob’s Girders,Bob’s Girders,,Localized
Parts/Title/truss_1.5v_circular_1x4,Text,,CT-SP-4,CT-SP-4,CT-SP-4,CT-SP-4,CT-SP-4,CT-SP-4,CT-SP-4,CT-SP-4,CT-SP-4,CT-SP-4,CT-SP-4,CT-SP-4,CT-SP-4,CT-SP-4,CT-SP-4,CT-SP-4,,Localized
Parts/Subtitle/truss_1.5v_circular_1x4,Text,,7.5m Small+ Circular Truss,"Structure de maintien circulaire petit+ 7,5m",Traliccio circolare S+ da 7.5 m,7.5m Small+ Circular Truss,7.5m Small+ Circular Truss,7.5m Small+ Circular Truss,7.5m Small+ Circular Truss,7.5m Small+ Circular Truss,"Круговая ферма 7.5м, Малый+",7.5m较小型圆桁架,7.5m Small+ Circular Truss,7.5m Small+ Circular Truss,7.5m Small+ Circular Truss,7.5m Small+ Circular Truss,7.5m Small+ Circular Truss,7.5m Small+ Circular Truss,,Localized
Parts/Description/truss_1.5v_circular_1x4,Text,,"The CT-SP-4 is a small+ circular truss measuring 7.5 meters in length. It seems like it would be pretty fun to climb on, if it weren’t a workplace safety violation.","Le CT-SP-4 est une structure de maintien circulaire petit+ de 7,5 mètres de long. Ça pourrait être amusant de l'escalader si cela n'était pas une infraction aux règles de sécurité.","Il CT-SP-4 è un traliccio circolare di taglia S+ lungo 7,5 metri. Sarebbe divertente scalarlo se non fosse una violazione della sicurezza sul lavoro","The CT-SP-4 is a small+ circular truss measuring 7.5 meters in length. It seems like it would be pretty fun to climb on, if it weren’t a workplace safety violation.","The CT-SP-4 is a small+ circular truss measuring 7.5 meters in length. It seems like it would be pretty fun to climb on, if it weren’t a workplace safety violation.","The CT-SP-4 is a small+ circular truss measuring 7.5 meters in length. It seems like it would be pretty fun to climb on, if it weren’t a workplace safety violation.","The CT-SP-4 is a small+ circular truss measuring 7.5 meters in length. It seems like it would be pretty fun to climb on, if it weren’t a workplace safety violation.","The CT-SP-4 is a small+ circular truss measuring 7.5 meters in length. It seems like it would be pretty fun to climb on, if it weren’t a workplace safety violation.","CT-SP-4 — это небольшая круговая ферма длиной 7,5 метров. Кажется, на неё было бы довольно весело забраться, если бы это не было нарушением правил техники безопасности на рабочем месте.",CT-SP-4是一款长度为7.5米的较小型环形桁架。要不是违反了工作场所安全规定，爬上去应该挺好玩的。,"The CT-SP-4 is a small+ circular truss measuring 7.5 meters in length. It seems like it would be pretty fun to climb on, if it weren’t a workplace safety violation.","The CT-SP-4 is a small+ circular truss measuring 7.5 meters in length. It seems like it would be pretty fun to climb on, if it weren’t a workplace safety violation.","The CT-SP-4 is a small+ circular truss measuring 7.5 meters in length. It seems like it would be pretty fun to climb on, if it weren’t a workplace safety violation.","The CT-SP-4 is a small+ circular truss measuring 7.5 meters in length. It seems like it would be pretty fun to climb on, if it weren’t a workplace safety violation.","The CT-SP-4 is a small+ circular truss measuring 7.5 meters in length. It seems like it would be pretty fun to climb on, if it weren’t a workplace safety violation.","The CT-SP-4 is a small+ circular truss measuring 7.5 meters in length. It seems like it would be pretty fun to climb on, if it weren’t a workplace safety violation.",,Localized
Parts/Manufacturer/truss_1.5v_circular_1x4,Text,,Bob’s Girders,Les Poutrelles de Bob,Le travi di Bob,Bob’s Girders,Bob’s Girders,Bob’s Girders,Bob’s Girders,Bob’s Girders,Балки Боба,Bob大梁公司,Bob’s Girders,Bob’s Girders,Bob’s Girders,Bob’s Girders,Bob’s Girders,Bob’s Girders,,Localized
Parts/Title/stabilizer_1.5v_reactionwheel,Text,,SPRW-187,SPRW-187,SPRW-187,SPRW-187,SPRW-187,SPRW-187,SPRW-187,SPRW-187,SPRW-187,SPRW-187,SPRW-187,SPRW-187,SPRW-187,SPRW-187,SPRW-187,SPRW-187,,Localized
Parts/Subtitle/stabilizer_1.5v_reactionwheel,Text,,Small+ Reaction Wheel Stabilizer,Small+ Reaction Wheel Stabilizer,Ruota di reazione S+,Small+ Reaction Wheel Stabilizer,Small+ Reaction Wheel Stabilizer,Small+ Reaction Wheel Stabilizer,Small+ Reaction Wheel Stabilizer,Small+ Reaction Wheel Stabilizer,Small+ Reaction Wheel Stabilizer,较小型动量轮稳定器,Small+ Reaction Wheel Stabilizer,Small+ Reaction Wheel Stabilizer,Small+ Reaction Wheel Stabilizer,Small+ Reaction Wheel Stabilizer,Small+ Reaction Wheel Stabilizer,Small+ Reaction Wheel Stabilizer,,Localized
Parts/Manufacturer/stabilizer_1.5v_reactionwheel,Text,,STEADLER Engineering Corps.,Ingénierie STEADLER,Corpo d'ingegneria STEADLER,STEADLER Engineering Corps.,STEADLER Engineering Corps.,STEADLER Engineering Corps.,STEADLER Engineering Corps.,STEADLER Engineering Corps.,STEADLER Engineering Corps.,STEADLER工程公司,STEADLER Engineering Corps.,STEADLER Engineering Corps.,STEADLER Engineering Corps.,STEADLER Engineering Corps.,STEADLER Engineering Corps.,STEADLER Engineering Corps.,,Localized
Parts/Description/stabilizer_1.5v_reactionwheel,Text,,"The four gyroscopes of the SPRW-187 work in sync to provide surprisingly high rotational strength. This can either ensure the stability of a decently sized craft, or be used as an orbital merry-go-round.","The four gyroscopes of the SPRW-187 work in sync to provide surprisingly high rotational strength. This can either ensure the stability of a decently sized craft, or be used as an orbital merry-go-round.","I quattro giroscopi dell'SPRW-187 lavorano in sinergia per fornire una forza di rotazione sorprendentemente elevata. Può essere utilizzata sia per garantire la stabilità di un veicolo di discrete dimensioni, sia per trasformarlo in una giostra orbitale","The four gyroscopes of the SPRW-187 work in sync to provide surprisingly high rotational strength. This can either ensure the stability of a decently sized craft, or be used as an orbital merry-go-round.","The four gyroscopes of the SPRW-187 work in sync to provide surprisingly high rotational strength. This can either ensure the stability of a decently sized craft, or be used as an orbital merry-go-round.","The four gyroscopes of the SPRW-187 work in sync to provide surprisingly high rotational strength. This can either ensure the stability of a decently sized craft, or be used as an orbital merry-go-round.","The four gyroscopes of the SPRW-187 work in sync to provide surprisingly high rotational strength. This can either ensure the stability of a decently sized craft, or be used as an orbital merry-go-round.","The four gyroscopes of the SPRW-187 work in sync to provide surprisingly high rotational strength. This can either ensure the stability of a decently sized craft, or be used as an orbital merry-go-round.","The four gyroscopes of the SPRW-187 work in sync to provide surprisingly high rotational strength. This can either ensure the stability of a decently sized craft, or be used as an orbital merry-go-round.",SPRW-187的四个陀螺仪协同工作，提供惊人的旋转力矩。这既能确保中型飞行器的稳定性，也能当作轨道上的旋转木马使用。,"The four gyroscopes of the SPRW-187 work in sync to provide surprisingly high rotational strength. This can either ensure the stability of a decently sized craft, or be used as an orbital merry-go-round.","The four gyroscopes of the SPRW-187 work in sync to provide surprisingly high rotational strength. This can either ensure the stability of a decently sized craft, or be used as an orbital merry-go-round.","The four gyroscopes of the SPRW-187 work in sync to provide surprisingly high rotational strength. This can either ensure the stability of a decently sized craft, or be used as an orbital merry-go-round.","The four gyroscopes of the SPRW-187 work in sync to provide surprisingly high rotational strength. This can either ensure the stability of a decently sized craft, or be used as an orbital merry-go-round.","The four gyroscopes of the SPRW-187 work in sync to provide surprisingly high rotational strength. This can either ensure the stability of a decently sized craft, or be used as an orbital merry-go-round.","The four gyroscopes of the SPRW-187 work in sync to provide surprisingly high rotational strength. This can either ensure the stability of a decently sized craft, or be used as an orbital merry-go-round.",,Localized
Parts/Title/nosecone_1.5v_straight,Text,,Mk4A Nose Cone,Mk4A Nose Cone,Ogiva Mk4A,Mk4A Nose Cone,Mk4A Nose Cone,Mk4A Nose Cone,Mk4A Nose Cone,Mk4A Nose Cone,Mk4A Nose Cone,Mk4A头锥,Mk4A Nose Cone,Mk4A Nose Cone,Mk4A Nose Cone,Mk4A Nose Cone,Mk4A Nose Cone,Mk4A Nose Cone,,Localized
Parts/Subtitle/nosecone_1.5v_straight,Text,,Advanced Nose Cone,Advanced Nose Cone,Ogiva avanzata,Advanced Nose Cone,Advanced Nose Cone,Advanced Nose Cone,Advanced Nose Cone,Advanced Nose Cone,Advanced Nose Cone,高级头锥,Advanced Nose Cone,Advanced Nose Cone,Advanced Nose Cone,Advanced Nose Cone,Advanced Nose Cone,Advanced Nose Cone,,Localized
