Key,Type,Desc,English,French,Italian,German,Spanish,Japanese,Korean,Polish,Russian,Chinese-Simplified [zh-CN],Portuguese-Brazil [pt-BR],Chinese-Traditional [zh-TW],Pirate English [en-PI],Serbian,Swedish,Romanian,$Context,$Status
Menu/Settings/Descriptions/Flight Portrait Count,Text,,How many crew portraits the flight panel shows at once.,Combien de portraits de l'équipage le panneau de vol montre à la foix.,Numero di ritratti dell'equipaggio mostrati contemporaneamente nel pannello di volo,How many crew portraits the flight panel shows at once.,How many crew portraits the flight panel shows at once.,How many crew portraits the flight panel shows at once.,How many crew portraits the flight panel shows at once.,How many crew portraits the flight panel shows at once.,Сколько портретов членов экипажа отображается на приборной панели одновременно.,飞行面板同时显示的乘员头像数量。,How many crew portraits the flight panel shows at once.,How many crew portraits the flight panel shows at once.,How many crew portraits the flight panel shows at once.,How many crew portraits the flight panel shows at once.,How many crew portraits the flight panel shows at once.,How many crew portraits the flight panel shows at once.,,Localized
Menu/Settings/Descriptions/EnableAutoSave,Text,,Enable periodic auto saves. This is separate from the event-driven auto save settings below.,Active les auto-sauvegardes périodique. Ceci est différent du paramétre d'auto-sauvegarde événementiel ci-dessous.,Abilita i salvataggi automatici periodici. Questa opzione è separata dalle impostazioni di salvataggio automatico basate su eventi riportate di seguito,Enable periodic auto saves. This is separate from the event-driven auto save settings below.,Enable periodic auto saves. This is separate from the event-driven auto save settings below.,Enable periodic auto saves. This is separate from the event-driven auto save settings below.,Enable periodic auto saves. This is separate from the event-driven auto save settings below.,Enable periodic auto saves. This is separate from the event-driven auto save settings below.,"Включить периодическое автосохранение. Эта настройка отличается от настроек автосохранений по событиям, описанных ниже.",启用定期自动保存。此设置与下方的事件驱动自动保存设置相互独立。,Enable periodic auto saves. This is separate from the event-driven auto save settings below.,Enable periodic auto saves. This is separate from the event-driven auto save settings below.,Enable periodic auto saves. This is separate from the event-driven auto save settings below.,Enable periodic auto saves. This is separate from the event-driven auto save settings below.,Enable periodic auto saves. This is separate from the event-driven auto save settings below.,Enable periodic auto saves. This is separate from the event-driven auto save settings below.,,Localized
Menu/Settings/Descriptions/MaxVesselSplashedAutoSaveCount,Text,,The maximum amount of auto save files before it overwrites the oldest one.,La quantité maximum de fichiers d'auto-sauvegarde avant que le plus ancien soit remplacé.,Numero massimo di salvataggi automatici conservati prima di sovrascrivere il più vecchio,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,"Максимальное количество файлов автосохранений, после которого самый старый файл будет перезаписан.",自动保存存档的最大数量，超过这一数量会删除最旧的自动存档。,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,,Localized
Menu/Settings/Descriptions/AutoSaveMaxCount,Text,,The maximum amount of auto save files before it overwrites the oldest one.,La quantité maximum de fichiers d'auto-sauvegarde avant que le plus ancien soit remplacé.,Numero massimo di salvataggi automatici conservati prima di sovrascrivere il più vecchio,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,"Максимальное количество файлов автосохранений, после которого самый старый файл будет перезаписан.",自动保存存档的最大数量，超过这一数量会删除最旧的自动存档。,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,,Localized
Menu/Settings/Descriptions/EnableSOIChangeAutoSave,Text,,"Toggles ""SOI Changed"" event-driven auto saves on/off.",Active/Désactive les auto-sauvegardes événementiel lors d'un changement de sphère d'influence.,"Attiva o disattiva i salvataggi automatici basati su eventi per l'evento ""Transizione di SdI""","Toggles ""SOI Changed"" event-driven auto saves on/off.","Toggles ""SOI Changed"" event-driven auto saves on/off.","Toggles ""SOI Changed"" event-driven auto saves on/off.","Toggles ""SOI Changed"" event-driven auto saves on/off.","Toggles ""SOI Changed"" event-driven auto saves on/off.","Включает/выключает автосохранения при событии ""Смена сферы"".",切换“引力范围变化”事件驱动的自动保存开关。,"Toggles ""SOI Changed"" event-driven auto saves on/off.","Toggles ""SOI Changed"" event-driven auto saves on/off.","Toggles ""SOI Changed"" event-driven auto saves on/off.","Toggles ""SOI Changed"" event-driven auto saves on/off.","Toggles ""SOI Changed"" event-driven auto saves on/off.","Toggles ""SOI Changed"" event-driven auto saves on/off.",,Localized
Menu/Settings/Descriptions/EnableVesselLandedAutoSave,Text,,"Toggles ""Vessel Landed"" event-driven auto saves on/off.",Active/Désactive les auto-sauvegardes événementiel après un atterrissage de vaisseau.,"Attiva o disattiva i salvataggi automatici basati su eventi per l'evento ""Veicolo atterrato""","Toggles ""Vessel Landed"" event-driven auto saves on/off.","Toggles ""Vessel Landed"" event-driven auto saves on/off.","Toggles ""Vessel Landed"" event-driven auto saves on/off.","Toggles ""Vessel Landed"" event-driven auto saves on/off.","Toggles ""Vessel Landed"" event-driven auto saves on/off.","Включает/выключает автосохранения при событии ""Аппарат приземлился"".",切换“航天器着陆”事件驱动的自动保存开关。,"Toggles ""Vessel Landed"" event-driven auto saves on/off.","Toggles ""Vessel Landed"" event-driven auto saves on/off.","Toggles ""Vessel Landed"" event-driven auto saves on/off.","Toggles ""Vessel Landed"" event-driven auto saves on/off.","Toggles ""Vessel Landed"" event-driven auto saves on/off.","Toggles ""Vessel Landed"" event-driven auto saves on/off.",,Localized
Menu/Settings/Descriptions/EnableVesselSplashedAutoSave,Text,,"Toggles ""Vessel Splashed"" event-driven auto saves on/off.",Active/Désactive les auto-sauvegardes événementiel après un amerrissage de vaisseau.,"Attiva o disattiva i salvataggi automatici basati su eventi per l'evento ""Veicolo ammarato""","Toggles ""Vessel Splashed"" event-driven auto saves on/off.","Toggles ""Vessel Splashed"" event-driven auto saves on/off.","Toggles ""Vessel Splashed"" event-driven auto saves on/off.","Toggles ""Vessel Splashed"" event-driven auto saves on/off.","Toggles ""Vessel Splashed"" event-driven auto saves on/off.","Включает/выключает автосохранения при событии ""Аппарат приводнился"".",切换“航天器溅落”事件驱动的自动保存开关。,"Toggles ""Vessel Splashed"" event-driven auto saves on/off.","Toggles ""Vessel Splashed"" event-driven auto saves on/off.","Toggles ""Vessel Splashed"" event-driven auto saves on/off.","Toggles ""Vessel Splashed"" event-driven auto saves on/off.","Toggles ""Vessel Splashed"" event-driven auto saves on/off.","Toggles ""Vessel Splashed"" event-driven auto saves on/off.",,Localized
Menu/Settings/Descriptions/EnableVesselAtmosphereTransitionAutoSave,Text,,"Toggles ""Atmosphere Transition"" event-driven auto saves on/off.",Active/Désactive les auto-sauvegardes événementiel après une transition dans l’atmosphère.,"Attiva o disattiva i salvataggi automatici basati su eventi per l'evento ""Transizione atmosferica""","Toggles ""Atmosphere Transition"" event-driven auto saves on/off.","Toggles ""Atmosphere Transition"" event-driven auto saves on/off.","Toggles ""Atmosphere Transition"" event-driven auto saves on/off.","Toggles ""Atmosphere Transition"" event-driven auto saves on/off.","Toggles ""Atmosphere Transition"" event-driven auto saves on/off.","Включает/выключает автосохранения при событии ""Граница атмосферы"".",切换“大气层过渡”事件驱动的自动保存开关。,"Toggles ""Atmosphere Transition"" event-driven auto saves on/off.","Toggles ""Atmosphere Transition"" event-driven auto saves on/off.","Toggles ""Atmosphere Transition"" event-driven auto saves on/off.","Toggles ""Atmosphere Transition"" event-driven auto saves on/off.","Toggles ""Atmosphere Transition"" event-driven auto saves on/off.","Toggles ""Atmosphere Transition"" event-driven auto saves on/off.",,Localized
Menu/Settings/EVA/SwimUpDown/positive,Text,,Swim Up,Nager en haut,Nuota verso l'alto,Swim Up,Swim Up,Swim Up,Swim Up,Swim Up,Swim Up,向上游,Swim Up,Swim Up,Swim Up,Swim Up,Swim Up,Swim Up,,Localized
Menu/Settings/EVA/SwimUpDown/negative,Text,,Swim Down,Nager en bas,Nuota verso il basso,Swim Down,Swim Down,Swim Down,Swim Down,Swim Down,Swim Down,向下游,Swim Down,Swim Down,Swim Down,Swim Down,Swim Down,Swim Down,,Localized
Menu/Settings/Descriptions/EVA/SwimUpDown,Text,,Swim Up and Down while in water,Nager en haut et en bas dans l'eau,Nuota verso l'alto e il basso quando sei in acqua,Swim Up and Down while in water,Swim Up and Down while in water,Swim Up and Down while in water,Swim Up and Down while in water,Swim Up and Down while in water,Swim Up and Down while in water,在水中上浮或下沉,Swim Up and Down while in water,Swim Up and Down while in water,Swim Up and Down while in water,Swim Up and Down while in water,Swim Up and Down while in water,Swim Up and Down while in water,,Localized
Menu/Settings/EnableOabAutoSave,Text,,Enable OAB Auto Saves,Activer les Auto-sauvegarde dans le BAO,Abilita i salvataggi automatici nell'EAO,Enable OAB Auto Saves,Enable OAB Auto Saves,Enable OAB Auto Saves,Enable OAB Auto Saves,Enable OAB Auto Saves,Enable OAB Auto Saves,启用编辑器自动保存,Enable OAB Auto Saves,Enable OAB Auto Saves,Enable OAB Auto Saves,Enable OAB Auto Saves,Enable OAB Auto Saves,Enable OAB Auto Saves,,Localized
Menu/Settings/Descriptions/EnableOabAutoSave,Text,,Enable periodic auto saves in the VAB/BAE. This is separate from the event-driven auto save settings below.,Activez la sauvegarde automatique périodique dans le BAV/EAB. Cette option est distincte des paramètres de sauvegarde automatique déclenchée par des événements indiqués ci-dessous.,Abilita i salvataggi automatici dei veicoli nell'EAV/EAB. Questa opzione è separata dalle impostazioni di salvataggio automatico basate su eventi riportate di seguito,Enable periodic auto saves in the VAB/BAE. This is separate from the event-driven auto save settings below.,Enable periodic auto saves in the VAB/BAE. This is separate from the event-driven auto save settings below.,Enable periodic auto saves in the VAB/BAE. This is separate from the event-driven auto save settings below.,Enable periodic auto saves in the VAB/BAE. This is separate from the event-driven auto save settings below.,Enable periodic auto saves in the VAB/BAE. This is separate from the event-driven auto save settings below.,Enable periodic auto saves in the VAB/BAE. This is separate from the event-driven auto save settings below.,在组装大楼和基地编辑中启用定期自动保存。此设置与下方的事件驱动自动保存设置相互独立。,Enable periodic auto saves in the VAB/BAE. This is separate from the event-driven auto save settings below.,Enable periodic auto saves in the VAB/BAE. This is separate from the event-driven auto save settings below.,Enable periodic auto saves in the VAB/BAE. This is separate from the event-driven auto save settings below.,Enable periodic auto saves in the VAB/BAE. This is separate from the event-driven auto save settings below.,Enable periodic auto saves in the VAB/BAE. This is separate from the event-driven auto save settings below.,Enable periodic auto saves in the VAB/BAE. This is separate from the event-driven auto save settings below.,,Localized
Menu/Settings/OabAutoSaveCooldown,Text,,OAB Auto Save Time,Temp d'auto-sauvegarde dans le BAO,Frequenza salvataggio automatico nell'EAO,OAB Auto Save Time,OAB Auto Save Time,OAB Auto Save Time,OAB Auto Save Time,OAB Auto Save Time,OAB Auto Save Time,编辑器自动保存间隔,OAB Auto Save Time,OAB Auto Save Time,OAB Auto Save Time,OAB Auto Save Time,OAB Auto Save Time,OAB Auto Save Time,,Localized
Menu/Settings/Descriptions/OabAutoSaveCooldown,Text,,The time it will take to auto save in the VAB/BAE in seconds.,Le délai (en secondes) avant la sauvegarde automatique dans le BAV/EAB.,Tempo d'attesa in secondi per il salvataggio automatico nell'EAV/EAB,The time it will take to auto save in the VAB/BAE in seconds.,The time it will take to auto save in the VAB/BAE in seconds.,The time it will take to auto save in the VAB/BAE in seconds.,The time it will take to auto save in the VAB/BAE in seconds.,The time it will take to auto save in the VAB/BAE in seconds.,The time it will take to auto save in the VAB/BAE in seconds.,在组装大楼和基地编辑中两次自动保存之间的时间间隔，单位秒。,The time it will take to auto save in the VAB/BAE in seconds.,The time it will take to auto save in the VAB/BAE in seconds.,The time it will take to auto save in the VAB/BAE in seconds.,The time it will take to auto save in the VAB/BAE in seconds.,The time it will take to auto save in the VAB/BAE in seconds.,The time it will take to auto save in the VAB/BAE in seconds.,,Localized
Menu/Settings/Descriptions/OabAutoSaveMaxCount,Text,,The maximum amount of auto save files before it overwrites the oldest one.,La quantité maximum de fichiers d'auto-sauvegarde avant que le plus ancien soit remplacé.,Numero massimo di file di salvataggio automatico consentiti prima che venga sovrascritto il più vecchio,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,自动保存存档的最大数量，超过这一数量会删除最旧的自动存档。,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,,Localized
Menu/Settings/OabAutoSaveMaxCount,Text,,Maximum Amount of OAB Auto Saves,Quantité Maximum d'auto-sauvegarde dans le BAO,Numero massimo di salvataggi automatici dell'EAO,Maximum Amount of OAB Auto Saves,Maximum Amount of OAB Auto Saves,Maximum Amount of OAB Auto Saves,Maximum Amount of OAB Auto Saves,Maximum Amount of OAB Auto Saves,Maximum Amount of OAB Auto Saves,编辑器自动存档的最大数量,Maximum Amount of OAB Auto Saves,Maximum Amount of OAB Auto Saves,Maximum Amount of OAB Auto Saves,Maximum Amount of OAB Auto Saves,Maximum Amount of OAB Auto Saves,Maximum Amount of OAB Auto Saves,,Localized
Menu/Settings/Sections/OnlineServices,Text,,Online Services,Services en ligne,Servizi online,Online Services,Online Services,Online Services,Online Services,Online Services,Online Services,在线服务,Online Services,Online Services,Online Services,Online Services,Online Services,Online Services,,Localized
Menu/Settings/CheckModVersions,Text,,Check for mod updates,Rechercher des mises à jour de mods,Controlla aggiornamenti mod,Check for mod updates,Check for mod updates,Check for mod updates,Check for mod updates,Check for mod updates,Check for mod updates,检查模组更新,Check for mod updates,Check for mod updates,Check for mod updates,Check for mod updates,Check for mod updates,Check for mod updates,,Localized
Menu/Settings/Description/CheckModVersions,Text,,Check for available mod updates when Redux starts.,Cherche des mises à jour de mod disponibles au démarrage de Redux.,Verifica la presenza di aggiornamenti per le mod all'avvio,Check for available mod updates when Redux starts.,Check for available mod updates when Redux starts.,Check for available mod updates when Redux starts.,Check for available mod updates when Redux starts.,Check for available mod updates when Redux starts.,Check for available mod updates when Redux starts.,在Redux启动时检查可用的模组更新。,Check for available mod updates when Redux starts.,Check for available mod updates when Redux starts.,Check for available mod updates when Redux starts.,Check for available mod updates when Redux starts.,Check for available mod updates when Redux starts.,Check for available mod updates when Redux starts.,,Localized
Menu/Settings/DownloadLocalizationUpdates,Text,,Download localization updates,Télécharger les mises à jour de traduction,Scarica traduzioni aggiornate,Download localization updates,Download localization updates,Download localization updates,Download localization updates,Download localization updates,Download localization updates,下载本地化更新,Download localization updates,Download localization updates,Download localization updates,Download localization updates,Download localization updates,Download localization updates,,Localized
Menu/Settings/Description/DownloadLocalizationUpdates,Text,,Download updated first-party Redux localizations when Redux starts.,Télécharge les nouvelles traductions Redux officielles au démarrage de Redux.,Scarica le traduzioni ufficiali aggiornate all'avvio di Redux,Download updated first-party Redux localizations when Redux starts.,Download updated first-party Redux localizations when Redux starts.,Download updated first-party Redux localizations when Redux starts.,Download updated first-party Redux localizations when Redux starts.,Download updated first-party Redux localizations when Redux starts.,Download updated first-party Redux localizations when Redux starts.,在Redux启动时更新官方本地化。,Download updated first-party Redux localizations when Redux starts.,Download updated first-party Redux localizations when Redux starts.,Download updated first-party Redux localizations when Redux starts.,Download updated first-party Redux localizations when Redux starts.,Download updated first-party Redux localizations when Redux starts.,Download updated first-party Redux localizations when Redux starts.,,Localized
Menu/Settings/DownloadMissionUpdates,Text,,Download mission updates,Télécharger les mises à jour de mission,Scarica aggiornamenti missioni,Download mission updates,Download mission updates,Download mission updates,Download mission updates,Download mission updates,Download mission updates,下载任务更新,Download mission updates,Download mission updates,Download mission updates,Download mission updates,Download mission updates,Download mission updates,,Localized
Menu/Settings/Description/DownloadMissionUpdates,Text,,Download updated first-party Redux mission definitions when a campaign loads.,Télécharge les descriptions de mission Redux officielles mises à jour au lancement d'une campagne.,Scarica le missioni Redux ufficiali aggiornate al caricamento di una campagna,Download updated first-party Redux mission definitions when a campaign loads.,Download updated first-party Redux mission definitions when a campaign loads.,Download updated first-party Redux mission definitions when a campaign loads.,Download updated first-party Redux mission definitions when a campaign loads.,Download updated first-party Redux mission definitions when a campaign loads.,Download updated first-party Redux mission definitions when a campaign loads.,加载战役时，更新官方Redux任务定义。,Download updated first-party Redux mission definitions when a campaign loads.,Download updated first-party Redux mission definitions when a campaign loads.,Download updated first-party Redux mission definitions when a campaign loads.,Download updated first-party Redux mission definitions when a campaign loads.,Download updated first-party Redux mission definitions when a campaign loads.,Download updated first-party Redux mission definitions when a campaign loads.,,Localized
Menu/Settings/DownloadMainMenuVessels,Text,,Download main menu vessels,Télécharger les vaisseaux du menu principal,Scarica i veicoli del menu principale,Download main menu vessels,Download main menu vessels,Download main menu vessels,Download main menu vessels,Download main menu vessels,Download main menu vessels,下载主菜单航天器,Download main menu vessels,Download main menu vessels,Download main menu vessels,Download main menu vessels,Download main menu vessels,Download main menu vessels,,Localized
Menu/Settings/Description/DownloadMainMenuVessels,Text,,Download updated first-party Redux main menu vessel prefabs when Redux starts.,Télécharge les préfabriqués Redux officielles des vaisseaux du menu principal au démarrage du jeu.,Scarica i modelli dei veicoli ufficiali Redux del menu principale all'avvio di Redux,Download updated first-party Redux main menu vessel prefabs when Redux starts.,Download updated first-party Redux main menu vessel prefabs when Redux starts.,Download updated first-party Redux main menu vessel prefabs when Redux starts.,Download updated first-party Redux main menu vessel prefabs when Redux starts.,Download updated first-party Redux main menu vessel prefabs when Redux starts.,Download updated first-party Redux main menu vessel prefabs when Redux starts.,在Redux启动时更新官方Redux主菜单航天器预设。,Download updated first-party Redux main menu vessel prefabs when Redux starts.,Download updated first-party Redux main menu vessel prefabs when Redux starts.,Download updated first-party Redux main menu vessel prefabs when Redux starts.,Download updated first-party Redux main menu vessel prefabs when Redux starts.,Download updated first-party Redux main menu vessel prefabs when Redux starts.,Download updated first-party Redux main menu vessel prefabs when Redux starts.,,Localized
Menu/OnlineServices/Consent/Title,Text,,Online Services,Services en ligne,Servizi online,Online Services,Online Services,Online Services,Online Services,Online Services,Online Services,在线服务,Online Services,Online Services,Online Services,Online Services,Online Services,Online Services,,Localized
Menu/OnlineServices/Consent/Message,Text,,Choose which online services Redux may use. You can change these later in settings.,Choisissez quels services en ligne Redux peut utiliser. Vous pourrez les changer dans les paramètres ultérieurement.,Seleziona quali servizi online Redux può utilizzare. Potrai modificarli successivamente nelle impostazioni,Choose which online services Redux may use. You can change these later in settings.,Choose which online services Redux may use. You can change these later in settings.,Choose which online services Redux may use. You can change these later in settings.,Choose which online services Redux may use. You can change these later in settings.,Choose which online services Redux may use. You can change these later in settings.,Choose which online services Redux may use. You can change these later in settings.,选择Redux可以使用的在线服务。你可以在后续的设置中更改这些选项。,Choose which online services Redux may use. You can change these later in settings.,Choose which online services Redux may use. You can change these later in settings.,Choose which online services Redux may use. You can change these later in settings.,Choose which online services Redux may use. You can change these later in settings.,Choose which online services Redux may use. You can change these later in settings.,Choose which online services Redux may use. You can change these later in settings.,,Localized
Menu/OnlineServices/Consent/Confirm,Text,,Confirm,Confirmer,Conferma,Confirm,Confirm,Confirm,Confirm,Confirm,Confirm,确认,Confirm,Confirm,Confirm,Confirm,Confirm,Confirm,,Localized
Menu/Settings/MainMenuTransitionSpeed/SettingName,Text,,Main Menu Transition Speed,Vitesse de transition du menu principal,Velocità di transizione del menu principale,Main Menu Transition Speed,Main Menu Transition Speed,Main Menu Transition Speed,Main Menu Transition Speed,Main Menu Transition Speed,Main Menu Transition Speed,主菜单切换速度,Main Menu Transition Speed,Main Menu Transition Speed,Main Menu Transition Speed,Main Menu Transition Speed,Main Menu Transition Speed,Main Menu Transition Speed,,Localized
Menu/Settings/Descriptions/MainMenuTransitionSpeed,Text,,How quickly the main menu turns from one craft to the next. Slower is gentler to watch.,Détermine la vitesse à laquelle les vaisseaux de l'écran principal défilent. Un paramètre plus lent est plus doux à regarder.,Indica la velocità con cui il menu principale passa da un veicolo all'altro. Una velocità inferiore rende la transizione più fluida e piacevole da guardare,How quickly the main menu turns from one craft to the next. Slower is gentler to watch.,How quickly the main menu turns from one craft to the next. Slower is gentler to watch.,How quickly the main menu turns from one craft to the next. Slower is gentler to watch.,How quickly the main menu turns from one craft to the next. Slower is gentler to watch.,How quickly the main menu turns from one craft to the next. Slower is gentler to watch.,How quickly the main menu turns from one craft to the next. Slower is gentler to watch.,主菜单中航天器切换的速度。速度较慢时观看体验更平缓。,How quickly the main menu turns from one craft to the next. Slower is gentler to watch.,How quickly the main menu turns from one craft to the next. Slower is gentler to watch.,How quickly the main menu turns from one craft to the next. Slower is gentler to watch.,How quickly the main menu turns from one craft to the next. Slower is gentler to watch.,How quickly the main menu turns from one craft to the next. Slower is gentler to watch.,How quickly the main menu turns from one craft to the next. Slower is gentler to watch.,,Localized
Menu/Settings/MainMenuTransitionSpeed/Slow,Text,,Slow,Lent,Lento,Slow,Slow,Slow,Slow,Slow,Slow,慢,Slow,Slow,Slow,Slow,Slow,Slow,,Localized
Menu/Settings/MainMenuTransitionSpeed/Medium,Text,,Medium,Moyen,Medio,Medium,Medium,Medium,Medium,Medium,Medium,中,Medium,Medium,Medium,Medium,Medium,Medium,,Localized
Menu/Settings/MainMenuTransitionSpeed/Fast,Text,,Fast,Rapide,Veloce,Fast,Fast,Fast,Fast,Fast,Fast,快,Fast,Fast,Fast,Fast,Fast,Fast,,Localized
Menu/Settings/ShareAnonymousUsageData,Text,,Share anonymous usage data,Partager des données d'utilisation anonymes,Condividi dati anonimi sull'utilizzo,Share anonymous usage data,Share anonymous usage data,Share anonymous usage data,Share anonymous usage data,Share anonymous usage data,Share anonymous usage data,共享匿名使用数据,Share anonymous usage data,Share anonymous usage data,Share anonymous usage data,Share anonymous usage data,Share anonymous usage data,Share anonymous usage data,,Localized
Menu/Settings/Description/ShareAnonymousUsageData,Text,,Share anonymous sessions and one-time use of major Redux features.,Partage une session anonyme et les usages uniques des fonctionnalités majeures de Redux.,Condividi le sessioni anonime e l'uso delle funzionalità principali di Redux,Share anonymous sessions and one-time use of major Redux features.,Share anonymous sessions and one-time use of major Redux features.,Share anonymous sessions and one-time use of major Redux features.,Share anonymous sessions and one-time use of major Redux features.,Share anonymous sessions and one-time use of major Redux features.,Share anonymous sessions and one-time use of major Redux features.,共享匿名的游戏会话和Redux主要功能的单次使用数据。,Share anonymous sessions and one-time use of major Redux features.,Share anonymous sessions and one-time use of major Redux features.,Share anonymous sessions and one-time use of major Redux features.,Share anonymous sessions and one-time use of major Redux features.,Share anonymous sessions and one-time use of major Redux features.,Share anonymous sessions and one-time use of major Redux features.,,Localized
Menu/Settings/SendCrashReports,Text,,Send crash and error reports,Envoyer les rapports de plantage et d'erreur,Invia messagi di errore e crash,Send crash and error reports,Send crash and error reports,Send crash and error reports,Send crash and error reports,Send crash and error reports,Send crash and error reports,发送崩溃和错误报告,Send crash and error reports,Send crash and error reports,Send crash and error reports,Send crash and error reports,Send crash and error reports,Send crash and error reports,,Localized
Menu/Settings/Description/SendCrashReports,Text,,"Send sanitized Unity errors, exceptions, associated Unity crash-report text, and probable unclean-exit reports.","Envoye des rapports normés des erreurs, des exceptions, des textes de rapports associés à Unity, et des rapports de sortie anormale probable de Unity.","Invia errori, eccezioni, crash e chiusure inaspettate di Unity anonimizzati","Send sanitized Unity errors, exceptions, associated Unity crash-report text, and probable unclean-exit reports.","Send sanitized Unity errors, exceptions, associated Unity crash-report text, and probable unclean-exit reports.","Send sanitized Unity errors, exceptions, associated Unity crash-report text, and probable unclean-exit reports.","Send sanitized Unity errors, exceptions, associated Unity crash-report text, and probable unclean-exit reports.","Send sanitized Unity errors, exceptions, associated Unity crash-report text, and probable unclean-exit reports.","Send sanitized Unity errors, exceptions, associated Unity crash-report text, and probable unclean-exit reports.",发送已脱敏的Unity错误、异常、相关的Unity崩溃报告文本，以及可能的非正常退出报告。,"Send sanitized Unity errors, exceptions, associated Unity crash-report text, and probable unclean-exit reports.","Send sanitized Unity errors, exceptions, associated Unity crash-report text, and probable unclean-exit reports.","Send sanitized Unity errors, exceptions, associated Unity crash-report text, and probable unclean-exit reports.","Send sanitized Unity errors, exceptions, associated Unity crash-report text, and probable unclean-exit reports.","Send sanitized Unity errors, exceptions, associated Unity crash-report text, and probable unclean-exit reports.","Send sanitized Unity errors, exceptions, associated Unity crash-report text, and probable unclean-exit reports.",,Localized
Menu/OnlineServices/Consent/PrivacyPolicy,Text,,Read the privacy policy,Lire la politique de confidentialité,Leggi la politica sulla privacy,Read the privacy policy,Read the privacy policy,Read the privacy policy,Read the privacy policy,Read the privacy policy,Read the privacy policy,阅读隐私政策,Read the privacy policy,Read the privacy policy,Read the privacy policy,Read the privacy policy,Read the privacy policy,Read the privacy policy,,Localized
Menu/Settings/TelemetryIdentity,Text,,Anonymous session identity,Identité de session anonyme,Sessione anonima,Anonymous session identity,Anonymous session identity,Anonymous session identity,Anonymous session identity,Anonymous session identity,Anonymous session identity,匿名会话ID,Anonymous session identity,Anonymous session identity,Anonymous session identity,Anonymous session identity,Anonymous session identity,Anonymous session identity,,Localized
Menu/Settings/ResetTelemetryIdentity,Text,,Reset anonymous session ID,Réinitialiser l'identifiant de session anonyme,Resetta l'ID della sessione anonima,Reset anonymous session ID,Reset anonymous session ID,Reset anonymous session ID,Reset anonymous session ID,Reset anonymous session ID,Reset anonymous session ID,重置匿名会话ID,Reset anonymous session ID,Reset anonymous session ID,Reset anonymous session ID,Reset anonymous session ID,Reset anonymous session ID,Reset anonymous session ID,,Localized
Menu/Settings/ResetTelemetryIdentityWarning,Text,,This starts a new anonymous session identity. It does not erase previously aggregated data.,Ceci crée une nouvelle identité de session anonyme. Ceci n'efface pas les données collectées précédemment.,Inizia una nuova sessione anonima. I dati precedentemente raccolti non verranno cancellati,This starts a new anonymous session identity. It does not erase previously aggregated data.,This starts a new anonymous session identity. It does not erase previously aggregated data.,This starts a new anonymous session identity. It does not erase previously aggregated data.,This starts a new anonymous session identity. It does not erase previously aggregated data.,This starts a new anonymous session identity. It does not erase previously aggregated data.,This starts a new anonymous session identity. It does not erase previously aggregated data.,这将启用一个新的匿名会话ID。它不会抹除之前已聚合的数据。,This starts a new anonymous session identity. It does not erase previously aggregated data.,This starts a new anonymous session identity. It does not erase previously aggregated data.,This starts a new anonymous session identity. It does not erase previously aggregated data.,This starts a new anonymous session identity. It does not erase previously aggregated data.,This starts a new anonymous session identity. It does not erase previously aggregated data.,This starts a new anonymous session identity. It does not erase previously aggregated data.,,Localized
Menu/Settings/ResetTelemetryIdentityConfirm,Text,,Reset identity,Réinitialiser l'identité,Resetta l'identità,Reset identity,Reset identity,Reset identity,Reset identity,Reset identity,Reset identity,重置ID,Reset identity,Reset identity,Reset identity,Reset identity,Reset identity,Reset identity,,Localized
Menu/Settings/ResetTelemetryIdentityCancel,Text,,Cancel,Annuler,Annulla,Cancel,Cancel,Cancel,Cancel,Cancel,Cancel,取消,Cancel,Cancel,Cancel,Cancel,Cancel,Cancel,,Localized
